Date,Day,Home,Division,League,Matchup,,,,Attend,IL?,Notes,
28-May,Weds,Royals,AL Central,AL,Houston 9 at Kansas City 3,Cosart (4-4),Duffy (2-5),,16220,,,
28-May,Weds,Giants,NL West,NL,at San Francisco 5 Chicago Cubs 0,Kontos (1-0),Jackson (3-5),,41186,,,
28-May,Weds,Nationals,NL East,NL,Miami 8 at Washington 5,Slowey (1-0),Blevins (2-2),,24830,,,
28-May,Weds,Phillies,NL East,NL,at Philadelphia 6 Colorado 3,Papelbon (1-1),Hawkins (2-1),,23691,,,
28-May,Weds,Blue Jays,AL East,AL,at Toronto 3 Tampa Bay 2,Loup (2-1),Oviedo (1-1),,17309,,,
28-May,Weds,Red Sox,AL East,AL,at Boston 4 Atlanta 0,Lackey (6-3),Floyd (0-2),,36189,y,,
28-May,Weds,White Sox,AL Central,AL,at Chicago White Sox 3 Cleveland 2,Belisario (3-3),Shaw (1-1),,14228,,,
28-May,Weds,Brewers,NL Central,NL,at Milwaukee 8 Baltimore 3,Gallardo (3-3),Norris (3-5),,28280,,,
28-May,Weds,Twins,AL Central,AL,Texas 1 at Minnesota 0,Tolleson (1-1),Burton (1-2),Soria (9),26472,,,
28-May,Weds,Cardinals,NL Central,NL,NY Yankees 7 at St. Louis 4,Kuroda (4-3),Miller (6-4),,45267,y,,
28-May,Weds,Dbacks,NL West,NL,at Arizona 12 San Diego 6,Anderson (3-0),Stauffer (2-1),,22233,,,
28-May,Weds,Athletics,AL West,AL,at Oakland 3 Detroit 1,Kazmir (6-2),Nathan (2-1),,15590,,,
28-May,Weds,Mariiners,AL West,AL,at Seattle 3 LA Angels 1,Hernandez (7-1),Wilson (6-4),Rodney (13),13895,,,
28-May,Weds,Dodgers,NL West,NL,Cincinnati 3 at LA Dodgers 2,Bailey (5-3),Kershaw (3-2),Chapman (5),41129,,,
29-May,Thurs,Twins,AL Central,AL,Texas 5 at Minnesota 4,Ogando (2-2),Fien (3-2),Soria (10),28170,,,
29-May,Thurs,Athletics,AL West,AL,Detroit 5 at Oakland 4,Porcello (8-2),Chavez (4-3),Nathan (13),21860,,,
29-May,Thurs,Phillies,NL East,NL,NY Mets 4 at Philadelphia 1,Wheeler (2-5),Buchanan (1-1),Mejia (5),26668,,,
29-May,Thurs,Blue Jays,AL East,AL,Kansas City 8 at Toronto 6,Davis (4-1),Redmond (0-4),Holland (15),17978,,,
29-May,Thurs,Red Sox,AL East,AL,at Boston 4 Atlanta 3,Uehara (1-1),Kimbrel (0-1),,36292,y,,
29-May,Thurs,Astros,AL West,AL,at Houston 3 Baltimore 1,Fields (1-3),Guilmet (0-1),Qualls (4),22884,,,
29-May,Thurs,Cardinals,NL Central,NL,San Francisco 6 at St. Louis 5,Lopez (1-0),Martinez (0-3),Romo (17),41337,,,
29-May,Thurs,Dbacks,NL West,NL,at Arizona 4 Cincinnati 0,Collmenter (4-2),Cingrani (2-5),,18457,,,
29-May,Thurs,Mariiners,AL West,AL,LA Angels 7 at Seattle 5,Shoemaker (3-1),Maurer (1-4),Frieri (8),11657,,,
29-May,Thurs,Dodgers,NL West,NL,Pittsburgh 6 at LA Dodgers 3,Cole (5-3),League (1-2),Grilli (6),39643,,,
30-May,Fri,Indians,AL Central,AL,at Cleveland 5 Colorado 2,Kluber (6-3),Nicasio (5-3),Allen (2),25066,y,,
30-May,Fri,Yankees,AL East,AL,Minnesota 6 at NY Yankees 1,Nolasco (3-5),Nuno (1-2),,42245,,,
30-May,Fri,Nationals,NL East,NL,at Washington 9 Texas 2,Strasburg (4-4),Lewis (4-4),,31659,y,,
30-May,Fri,Phillies,NL East,NL,at Philadelphia 6 NY Mets 5,De Fratus (1-0),Mejia (4-2),,30236,,,
30-May,Fri,Blue Jays,AL East,AL,Kansas City 6 at Toronto 1,Vargas (5-2),Happ (4-2),,21543,,,
30-May,Fri,Red Sox,AL East,AL,at Boston 3 Tampa Bay 2,Miller (2-4),Oviedo (1-2),,35820,,,
30-May,Fri,Marlins,NL East,NL,Atlanta 3 at Miami 2,Teheran (5-3),Koehler (4-5),Kimbrel (14),18469,,,
30-May,Fri,White Sox,AL Central,AL,San Diego 4 at Chicago White Sox 1,Kennedy (4-6),Danks (3-5),Street (16),25342,y,,
30-May,Fri,Brewers,NL Central,NL,at Milwaukee 11 Chicago Cubs 5,Estrada (5-2),Wood (5-5),,36100,,,
30-May,Fri,Astros,AL West,AL,at Houston 2 Baltimore 1,Oberholtzer (2-6),Gonzalez (3-4),Qualls (5),38482,,,
30-May,Fri,Cardinals,NL Central,NL,San Francisco 9 at St. Louis 4,Bumgarner (7-3),Wainwright (8-3),,43107,,,
30-May,Fri,Dbacks,NL West,NL,Cincinnati 6 at Arizona 4,Leake (3-4),Arroyo (4-4),Chapman (6),19826,,,
30-May,Fri,Athletics,AL West,AL,at Oakland 9 LA Angels 5,Pomeranz (5-2),Richards (4-2),,23384,,,
30-May,Fri,Mariiners,AL West,AL,Detroit 6 at Seattle 3,Verlander (6-4),Iwakuma (3-2),Chamberlain (2),29000,,,
30-May,Fri,Dodgers,NL West,NL,Pittsburgh 2 at LA Dodgers 1,Liriano (1-5),Beckett (3-2),Grilli (7),47503,,,
31-May,Sat,Nationals,NL East,NL,at Washington 10 Texas 2,Fister (3-1),Tepesch (2-1),,35164,y,,
31-May,Sat,Yankees,AL East,AL,at NY Yankees 3 Minnesota 1,Tanaka (8-1),Duensing (1-2),Robertson (12),44346,,,
31-May,Sat,Blue Jays,AL East,AL,at Toronto 12 Kansas City 2,Stroman (2-0),Brooks (0-1),Redmond (1),31652,,,
31-May,Sat,White Sox,AL Central,AL,San Diego 4 at Chicago White Sox 2,Ross (6-4),Rienzo (4-2),Street (17),19025,y,,
31-May,Sat,Cardinals,NL Central,NL,at St. Louis 2 San Francisco 0,Wacha (4-3),Petit (3-3),Rosenthal (16),44426,,,
31-May,Sat,Indians,AL Central,AL,at Cleveland 7 Colorado 6,Shaw (2-1),Brothers (2-3),Allen (3),20174,y,,
31-May,Sat,Phillies,NL East,NL,NY Mets 5 at Philadelphia 4,Carlyle (1-0),Bastardo (3-3),Torres (2),37516,,,
31-May,Sat,Brewers,NL Central,NL,Chicago Cubs 8 at Milwaukee 0,Hammel (6-3),Peralta (4-5),,42332,,,
31-May,Sat,Astros,AL West,AL,Baltimore 4 at Houston 1,Tillman (5-2),Keuchel (6-3),Britton (4),29619,,,
31-May,Sat,Marlins,NL East,NL,Atlanta 9 at Miami 5,Santana (5-2),Turner (1-3),Kimbrel (15),26875,,,
31-May,Sat,Red Sox,AL East,AL,at Boston 7 Tampa Bay 1,De La Rosa (1-0),Odorizzi (2-5),,37076,,,
31-May,Sat,Dodgers,NL West,NL,at LA Dodgers 12 Pittsburgh 2,Ryu (5-2),Cumpton (0-2),Wright (1),49455,,,
31-May,Sat,Athletics,AL West,AL,at Oakland 11 LA Angels 3,Rodriguez (1-0),Skaggs (4-3),,35067,,,
31-May,Sat,Mariiners,AL West,AL,at Seattle 3 Detroit 2,Young (5-2),Smyly (2-4),Rodney (14),37142,,,
31-May,Sat,Dbacks,NL West,NL,Cincinnati 5 at Arizona 0,Cueto (5-4),McCarthy (1-7),,23765,,,
1-Jun,Sun,Indians,AL Central,AL,at Cleveland 6 Colorado 4,Atchison (2-0),Ottavino (0-2),,16682,y,,
1-Jun,Sun,Yankees,AL East,AL,Minnesota 7 at NY Yankees 2,Hughes (6-1),Robertson (0-2),,42449,,,
1-Jun,Sun,Blue Jays,AL East,AL,at Toronto 4 Kansas City 0,Buehrle (10-1),Guthrie (2-5),,38008,,,
1-Jun,Sun,Marlins,NL East,NL,Atlanta 4 at Miami 2,Wood (5-5),Cishek (4-2),Simmons (1),21997,,,
1-Jun,Sun,Red Sox,AL East,AL,at Boston 4 Tampa Bay 0,Lester (6-6),Bedard (2-4),,37688,,,
1-Jun,Sun,Nationals,NL East,NL,Texas 2 at Washington 0,Darvish (5-2),Roark (3-4),Soria (11),32813,y,,
1-Jun,Sun,Phillies,NL East,NL,NY Mets 4 at Philadelphia 3,Edgin (1-0),Aumont (0-1),Mejia (6),36039,,,
1-Jun,Sun,White Sox,AL Central,AL,at Chicago White Sox 4 San Diego 1,Sale (5-0),Stults (2-6),,23185,y,,
1-Jun,Sun,Brewers,NL Central,NL,at Milwaukee 9 Chicago Cubs 0,Lohse (7-1),Samardzija (1-5),,36277,,,
1-Jun,Sun,Astros,AL West,AL,Baltimore 9 at Houston 4,Chen (6-2),Feldman (3-3),,17022,,,
1-Jun,Sun,Cardinals,NL Central,NL,San Francisco 8 at St. Louis 0,Hudson (6-2),Lynn (6-3),,42734,,,
1-Jun,Sun,Athletics,AL West,AL,at Oakland 6 LA Angels 3,Gray (6-1),Weaver (6-4),Doolittle (5),32231,,,
1-Jun,Sun,Mariiners,AL West,AL,at Seattle 4 Detroit 0,Elias (4-4),Scherzer (6-2),,31407,,,
1-Jun,Sun,Dbacks,NL West,NL,Cincinnati 4 at Arizona 3,Simon (7-3),Miley (3-6),Chapman (7),24119,,,
1-Jun,Sun,Dodgers,NL West,NL,Pittsburgh 5 at LA Dodgers 3,Volquez (3-4),Greinke (8-2),Grilli (8),51020,,,
2-Jun,Mon,Indians,AL Central,AL,at Cleveland 3 Boston 2,Masterson (3-4),Lackey (6-4),Allen (4),14078,,,
2-Jun,Mon,Yankees,AL East,AL,Seattle 10 at NY Yankees 2,Hernandez (8-1),Phelps (1-3),,41539,,,
2-Jun,Mon,Phillies,NL East,NL,NY Mets 11 at Philadelphia 2,Colon (5-5),Hernandez (2-3),,26302,,,
2-Jun,Mon,Marlins,NL East,NL,at Miami 3 Tampa Bay 1,Wolf (1-1),Cobb (1-3),Cishek (12),18155,y,,
2-Jun,Mon,Brewers,NL Central,NL,at Milwaukee 6 Minnesota 2,Garza (3-4),Gibson (4-5),,28708,y,,
2-Jun,Mon,Cardinals,NL Central,NL,Kansas City 6 at St. Louis 0,Duffy (3-5),Miller (6-5),,41239,y,,
2-Jun,Mon,Dodgers,NL West,NL,at LA Dodgers 5 Chicago White Sox 2,Kershaw (4-2),Quintana (3-5),Jansen (17),37336,y,,
2-Jun,Mon,Padres,NL West,NL,Pittsburgh 10 at San Diego 3,Morton (2-7),Stauffer (2-2),,18876,,,
3-Jun,Tues,Indians,AL Central,AL,at Cleveland 5 Boston 3,Hagadone (1-0),Peavy (1-3),Allen (5),18738,,,
3-Jun,Tues,Yankees,AL East,AL,Oakland 5 at NY Yankees 2,Otero (5-1),Warren (1-3),Doolittle (6),41677,,,
3-Jun,Tues,Nationals,NL East,NL,at Washington 7 Philadelphia 0,Zimmermann (4-2),Buchanan (1-2),,25291,,,
3-Jun,Tues,Tigers,AL Central,AL,Toronto 5 at Detroit 3,McGowan (3-2),Nathan (2-2),Janssen (9),33488,,,
3-Jun,Tues,Braves,NL East,NL,Seattle 7 at Atlanta 5,Leone (2-0),Wood (5-6),Rodney (15),36503,y,,
3-Jun,Tues,Reds,NL Central,NL,at Cincinnati 8 San Francisco 3,Bailey (6-3),Lincecum (4-4),,27152,,,
3-Jun,Tues,Marlins,NL East,NL,at Miami 1 Tampa Bay 0,Alvarez (3-3),Archer (3-3),,21303,y,,
3-Jun,Tues,Cardinals,NL Central,NL,Kansas City 8 at St. Louis 7,Davis (5-1),Rosenthal (0-3),Holland (16),41192,y,,
3-Jun,Tues,Rangers,AL West,AL,Baltimore 8 at Texas 3,Matusz (2-1),Ogando (2-3),,31542,,,
3-Jun,Tues,Cubs,NL Central,NL,at Chicago Cubs 2 NY Mets 1,Rondon (1-1),Rice (1-2),,34697,,,
3-Jun,Tues,Brewers,NL Central,NL,Minnesota 6 at Milwaukee 4,Deduno (2-3),Gallardo (3-4),Perkins (15),25634,y,,
3-Jun,Tues,Astros,AL West,AL,at Houston 7 LA Angels 2,McHugh (4-3),Wilson (6-5),,23219,,,
3-Jun,Tues,Rockies,NL West,NL,Arizona 4 at Colorado 2,Anderson (4-0),De La Rosa (6-4),Reed (15),29682,,,
3-Jun,Tues,Dodgers,NL West,NL,Chicago White Sox 4 at LA Dodgers 1,Noesi (1-4),Haren (5-4),Belisario (4),44477,y,,
3-Jun,Tues,Padres,NL West,NL,Pittsburgh 4 at San Diego 1,Cole (6-3),Hahn (0-1),Grilli (9),20520,,,
4-Jun,Weds,Braves,NL East,NL,Seattle 2 at Atlanta 0,Iwakuma (4-2),Minor (2-4),Rodney (16),26960,y,,
4-Jun,Weds,Padres,NL West,NL,at San Diego 3 Pittsburgh 2,Kennedy (5-6),Liriano (1-6),Street (18),17923,,,
4-Jun,Weds,Yankees,AL East,AL,Oakland 7 at NY Yankees 4,Chavez (5-3),Ramirez (0-1),Doolittle (7),37734,,,
4-Jun,Weds,Indians,AL Central,AL,at Cleveland 7 Boston 4,Carrasco (1-3),Mujica (2-2),,20209,,,
4-Jun,Weds,Nationals,NL East,NL,at Washington 8 Philadelphia 4,Strasburg (5-4),Burnett (3-5),,33614,,,
4-Jun,Weds,Tigers,AL Central,AL,Toronto 8 at Detroit 2,Dickey (6-4),Porcello (8-3),,32033,,,
4-Jun,Weds,Reds,NL Central,NL,San Francisco 3 at Cincinnati 2,Vogelsong (4-2),Cingrani (2-6),Romo (18),26333,,,
4-Jun,Weds,Rays,AL East,AL,Miami 5 at Tampa Bay 4,Koehler (5-5),Price (4-5),Cishek (13),10897,y,,
4-Jun,Weds,Rangers,AL West,AL,Baltimore 6 at Texas 5,Norris (4-5),Martinez (1-2),Britton (5),27934,,,
4-Jun,Weds,Cubs,NL Central,NL,at Chicago Cubs 5 NY Mets 4,Jackson (4-5),Eveland (0-1),Rondon (7),28185,,,
4-Jun,Weds,Royals,AL Central,AL,St. Louis 5 at Kansas City 2,Freeman (1-0),Herrera (1-2),Neshek (1),22126,y,,
4-Jun,Weds,Twins,AL Central,AL,at Minnesota 6 Milwaukee 4,Nolasco (4-5),Wooten (1-3),Perkins (16),31144,y,,
4-Jun,Weds,Astros,AL West,AL,LA Angels 4 at Houston 0,Richards (5-2),Cosart (4-5),,23902,,,
4-Jun,Weds,Rockies,NL West,NL,Arizona 16 at Colorado 8,Ziegler (2-1),Brothers (2-4),,26199,,,
4-Jun,Weds,Dodgers,NL West,NL,Chicago White Sox 2 at LA Dodgers 1,Danks (4-5),Beckett (3-3),Belisario (5),45540,y,,
5-Jun,Thurs,Reds,NL Central,NL,San Francisco 6 at Cincinnati 1,Bumgarner (8-3),Leake (3-5),,25532,,,
5-Jun,Thurs,Yankees,AL East,AL,at NY Yankees 2 Oakland 1,Tanaka (9-1),Pomeranz (5-3),Robertson (13),44346,,,
5-Jun,Thurs,Tigers,AL Central,AL,Toronto 7 at Detroit 3,Happ (5-2),Verlander (6-5),Janssen (10),39440,,,
5-Jun,Thurs,Nationals,NL East,NL,at Washington 4 Philadelphia 2,Fister (4-1),Kendrick (1-6),Soriano (12),33016,,,
5-Jun,Thurs,Rays,AL East,AL,Miami 11 at Tampa Bay 6,Turner (2-3),Odorizzi (2-6),,10442,y,,
5-Jun,Thurs,Cubs,NL Central,NL,at Chicago Cubs 7 NY Mets 4,Grimm (2-2),Black (1-1),Ramirez (1),28833,,,
5-Jun,Thurs,Astros,AL West,AL,at Houston 8 LA Angels 5,Peacock (2-4),Skaggs (4-4),Qualls (6),24672,,,
5-Jun,Thurs,Rangers,AL West,AL,at Texas 8 Baltimore 6,Ross (2-4),Matusz (2-2),Soria (12),34254,,,
5-Jun,Thurs,Royals,AL Central,AL,at Kansas City 3 St. Louis 2,Ventura (3-5),Wacha (4-4),Holland (17),24438,y,,
5-Jun,Thurs,Twins,AL Central,AL,Milwaukee 8 at Minnesota 5,Peralta (5-5),Correia (2-7),Rodriguez (18),35110,y,,
5-Jun,Thurs,Rockies,NL West,NL,Arizona 12 at Colorado 7,Arroyo (5-4),Nicasio (5-4),,26521,,,
6-Jun,Fri,Cubs,NL Central,NL,at Chicago Cubs 5 Miami 3,Villanueva (2-5),Slowey (1-1),,28495,,,
6-Jun,Fri,Orioles,AL East,AL,Oakland 4 at Baltimore 3,Abad (1-2),Meek (0-2),Doolittle (8),28076,,,
6-Jun,Fri,Pirates,NL Central,NL,at Pittsburgh 15 Milwaukee 5,Cumpton (1-2),Lohse (7-2),,35544,,,
6-Jun,Fri,Blue Jays,AL East,AL,at Toronto 3 St. Louis 1,Stroman (3-0),Lynn (6-4),Janssen (11),33528,y,,
6-Jun,Fri,Tigers,AL Central,AL,at Detroit 6 Boston 2,Smyly (3-4),De La Rosa (1-1),,39762,,,
6-Jun,Fri,Reds,NL Central,NL,Philadelphia 8 at Cincinnati 0,Hamels (2-3),Cueto (5-5),,38331,,,
6-Jun,Fri,Rays,AL East,AL,at Tampa Bay 4 Seattle 0,Bedard (3-4),Young (5-3),,14577,,,
6-Jun,Fri,Rangers,AL West,AL,at Texas 6 Cleveland 4,Darvish (6-2),Rzepczynski (0-2),Soria (13),38348,,,
6-Jun,Fri,Royals,AL Central,AL,NY Yankees 4 at Kansas City 2,Whitley (1-0),Guthrie (2-6),Robertson (14),23418,,,
6-Jun,Fri,Twins,AL Central,AL,Houston 5 at Minnesota 4,Keuchel (7-3),Hughes (6-2),Qualls (7),29448,,,
6-Jun,Fri,Rockies,NL West,NL,LA Dodgers 7 at Colorado 2,Ryu (6-2),Butler (0-1),,39203,,,
6-Jun,Fri,Dbacks,NL West,NL,Atlanta 5 at Arizona 2,Teheran (6-3),McCarthy (1-8),Kimbrel (16),24504,,,
6-Jun,Fri,Angels,AL West,AL,at LA Angels 8 Chicago White Sox 4,Weaver (7-4),Rienzo (4-3),,38521,,,
6-Jun,Fri,Padres,NL West,NL,Washington 6 at San Diego 0,Roark (4-4),Ross (6-5),,25346,,,
6-Jun,Fri,Giants,NL West,NL,at San Francisco 4 NY Mets 2,Affeldt (2-1),Torres (2-3),Romo (19),41437,,,
7-Jun,Sat,Blue Jays,AL East,AL,St. Louis 5 at Toronto 0,Miller (7-5),Buehrle (10-2),,42981,y,,
7-Jun,Sat,Twins,AL Central,AL,at Minnesota 8 Houston 0,Gibson (5-5),Feldman (3-4),,27732,,,
7-Jun,Sat,Rangers,AL West,AL,Cleveland 8 at Texas 3,Tomlin (4-2),Tepesch (2-2),,34633,,,
7-Jun,Sat,Cubs,NL Central,NL,at Chicago Cubs 5 Miami 2,Samardzija (2-5),Wolf (1-2),Strop (2),33786,,,
7-Jun,Sat,Pirates,NL Central,NL,Milwaukee 9 at Pittsburgh 3,Garza (4-4),Volquez (3-5),,38525,,,
7-Jun,Sat,Reds,NL Central,NL,at Cincinnati 6 Philadelphia 5,Simon (8-3),Hernandez (2-4),Chapman (8),36347,,,
7-Jun,Sat,Rockies,NL West,NL,at Colorado 5 LA Dodgers 4,Morales (4-4),Perez (0-3),,40474,,,
7-Jun,Sat,Rays,AL East,AL,Seattle 7 at Tampa Bay 4,Elias (5-4),Cobb (1-4),Rodney (17),23996,,,
7-Jun,Sat,Orioles,AL East,AL,at Baltimore 6 Oakland 3,Gausman (1-1),Gray (6-2),,44202,,,
7-Jun,Sat,Tigers,AL Central,AL,at Detroit 8 Boston 6,Scherzer (7-2),Lester (6-7),,43359,,,
7-Jun,Sat,Royals,AL Central,AL,at Kansas City 8 NY Yankees 4,Crow (3-1),Phelps (1-4),,26991,,,
7-Jun,Sat,Angels,AL West,AL,at LA Angels 6 Chicago White Sox 5,Rasmus (1-0),Petricka (0-1),Frieri (9),39089,,,
7-Jun,Sat,Giants,NL West,NL,at San Francisco 5 NY Mets 4,Affeldt (3-1),Mejia (4-3),,41296,,,
7-Jun,Sat,Padres,NL West,NL,at San Diego 4 Washington 3,Benoit (2-0),Stammen (0-2),,29172,,,
7-Jun,Sat,Dbacks,NL West,NL,at Arizona 4 Atlanta 3,Delgado (1-1),Carpenter (4-1),,29278,,,
8-Jun,Sun,Blue Jays,AL East,AL,St. Louis 5 at Toronto 0,Garcia (2-0),Hutchison (4-4),,45726,y,,
8-Jun,Sun,Reds,NL Central,NL,at Cincinnati 4 Philadelphia 1,Bailey (7-3),Buchanan (1-3),Chapman (9),30222,,,
8-Jun,Sun,Orioles,AL East,AL,Oakland 11 at Baltimore 1,Kazmir (7-2),Jimenez (2-7),,38244,,,
8-Jun,Sun,Pirates,NL Central,NL,Milwaukee 1 at Pittsburgh 0,Gallardo (4-4),Locke (0-1),Rodriguez (19),35002,,,
8-Jun,Sun,Rays,AL East,AL,Seattle 5 at Tampa Bay 0,Medina (3-1),Balfour (0-2),,18158,,,
8-Jun,Sun,Royals,AL Central,AL,at Kansas City 2 NY Yankees 1,Shields (7-3),Kuroda (4-4),Holland (18),24614,,,
8-Jun,Sun,Twins,AL Central,AL,Houston 14 at Minnesota 5,Downs (1-0),Deduno (2-4),,31576,,,
8-Jun,Sun,Cubs,NL Central,NL,Miami 4 at Chicago Cubs 3,Dunn (5-3),Strop (0-3),Cishek (14),33134,,,
8-Jun,Sun,Rangers,AL West,AL,Cleveland 3 at Texas 2,Masterson (4-4),Saunders (0-2),Allen (6),34613,,,
8-Jun,Sun,Angels,AL West,AL,at LA Angels 4 Chicago White Sox 2,Wilson (7-5),Quintana (3-6),Frieri (10),35793,,,
8-Jun,Sun,Giants,NL West,NL,at San Francisco 6 NY Mets 4,Lincecum (5-4),Wheeler (2-6),Romo (20),41911,,,
8-Jun,Sun,Padres,NL West,NL,Washington 6 at San Diego 0,Zimmermann (5-2),Stults (2-7),,27046,,,
8-Jun,Sun,Rockies,NL West,NL,LA Dodgers 6 at Colorado 1,Kershaw (5-2),De La Rosa (6-5),,38111,,,
8-Jun,Sun,Dbacks,NL West,NL,at Arizona 6 Atlanta 5,Anderson (5-0),Harang (4-5),Ziegler (1),26534,,,
8-Jun,Sun,Tigers,AL Central,AL,Boston 5 at Detroit 3,Lackey (7-4),Chamberlain (1-3),Uehara (12),33835,,,
9-Jun,Mon,Rays,AL East,AL,Seattle 3 at Tampa Bay 0,Beimel (1-1),Price (4-6),Rodney (18),10400,,,
9-Jun,Mon,Reds,NL Central,NL,LA Dodgers 6 at Cincinnati 2,Haren (6-4),Cingrani (2-7),,31915,,,
9-Jun,Mon,Orioles,AL East,AL,at Baltimore 4 Boston 0,Norris (5-5),Peavy (1-4),,19729,,,
9-Jun,Mon,Pirates,NL Central,NL,at Pittsburgh 6 Chicago Cubs 2,Morton (3-7),Jackson (4-6),,24075,,,
9-Jun,Mon,Blue Jays,AL East,AL,at Toronto 5 Minnesota 4,Janssen (1-0),Guerrier (0-1),,19428,,,
9-Jun,Mon,Rangers,AL West,AL,Cleveland 17 at Texas 7,Atchison (3-0),Martinez (1-3),,29362,,,
9-Jun,Mon,White Sox,AL Central,AL,at Chicago White Sox 6 Detroit 5,Noesi (2-4),Porcello (8-4),Belisario (6),18803,,,
9-Jun,Mon,Royals,AL Central,AL,NY Yankees at Kansas City,Postponed,,,N/A,,,
9-Jun,Mon,Rockies,NL West,NL,Atlanta 3 at Colorado 1,Floyd (1-2),Bergman (0-1),Kimbrel (17),28817,,,
9-Jun,Mon,Dbacks,NL West,NL,Houston 4 at Arizona 3,Cosart (5-5),Collmenter (4-3),Qualls (8),18805,y,,
9-Jun,Mon,Angels,AL West,AL,at LA Angels 4 Oakland 1,Richards (6-2),Chavez (5-4),Frieri (11),36838,,,
9-Jun,Mon,Giants,NL West,NL,Washington 9 at San Francisco 2,Strasburg (6-4),Vogelsong (4-3),,41597,,,
10-Jun,Tues,Dbacks,NL West,NL,at Arizona 4 Houston 1,Arroyo (6-4),Fields (1-4),Reed (16),17667,,,
10-Jun,Tues,Orioles,AL East,AL,Boston 1 at Baltimore 0,Workman (1-0),Tillman (5-3),Uehara (13),24184,,,
10-Jun,Tues,Phillies,NL East,NL,at Philadelphia 5 San Diego 2,Burnett (4-5),Kennedy (5-7),Papelbon (14),31037,,,
10-Jun,Tues,Pirates,NL Central,NL,Chicago Cubs 7 at Pittsburgh 3,Wood (6-5),Sadler (0-1),,31567,,,
10-Jun,Tues,Blue Jays,AL East,AL,Minnesota 4 at Toronto 0,Correia (3-7),Happ (5-3),,20681,,,
10-Jun,Tues,Reds,NL Central,NL,LA Dodgers 6 at Cincinnati 1,Beckett (4-3),Leake (3-6),,27692,,,
10-Jun,Tues,Mets,NL East,NL,at NY Mets 6 Milwaukee 2,Matsuzaka (3-0),Estrada (5-3),,20206,,,
10-Jun,Tues,Rays,AL East,AL,St. Louis 1 at Tampa Bay 0,Wainwright (9-3),Odorizzi (2-7),Rosenthal (17),17226,y,,
10-Jun,Tues,Rangers,AL West,AL,Miami 8 at Texas 5,Morris (5-0),Frasor (1-1),Cishek (15),28845,y,,
10-Jun,Tues,White Sox,AL Central,AL,Detroit at Chicago White Sox,Postponed,,,N/A,,,
10-Jun,Tues,Royals,AL Central,AL,at Kansas City 9 Cleveland 5,Vargas (6-2),Kluber (6-4),Crow (1),25540,,,
10-Jun,Tues,Rockies,NL West,NL,Atlanta 13 at Colorado 10,Hale (2-0),Nicasio (5-5),Kimbrel (18),27875,,,
10-Jun,Tues,Angels,AL West,AL,at LA Angels 2 Oakland 1,Rasmus (2-0),Francis (0-1),,31942,,,
10-Jun,Tues,Mariiners,AL West,AL,NY Yankees 3 at Seattle 2,Betances (4-0),Iwakuma (4-3),Robertson (15),28405,,,
10-Jun,Tues,Giants,NL West,NL,Washington 2 at San Francisco 1,Fister (5-1),Bumgarner (8-4),Soriano (13),41545,,,
11-Jun,Weds,Blue Jays,AL East,AL,Minnesota 7 at Toronto 2,Hughes (7-2),Stroman (3-1),Fien (1),45080,,,
11-Jun,Weds,Royals,AL Central,AL,at Kansas City 4 Cleveland 1,Ventura (4-5),Bauer (1-3),Holland (19),19938,,,
11-Jun,Weds,Orioles,AL East,AL,at Baltimore 6 Boston 0,Chen (7-2),De La Rosa (1-2),,25886,,,
11-Jun,Weds,Phillies,NL East,NL,at Philadelphia 3 San Diego 0,Papelbon (2-1),Vincent (0-2),,25398,,,
11-Jun,Weds,Pirates,NL Central,NL,at Pittsburgh 4 Chicago Cubs 2,Cumpton (2-2),Hammel (6-4),Grilli (10),20540,,,
11-Jun,Weds,Reds,NL Central,NL,at Cincinnati 5 LA Dodgers 0,Cueto (6-5),Ryu (6-3),,27014,,,
11-Jun,Weds,Mets,NL East,NL,Milwaukee 3 at NY Mets 1,Peralta (6-5),deGrom (0-3),Rodriguez (20),20170,,,
11-Jun,Weds,Rays,AL East,AL,at Tampa Bay 6 St. Louis 3,Oviedo (2-2),Wacha (4-5),Balfour (10),15930,y,,
11-Jun,Weds,Rangers,AL West,AL,at Texas 6 Miami 0,Darvish (7-2),Turner (2-4),,31512,y,,
11-Jun,Weds,White Sox,AL Central,AL,at Chicago White Sox 8 Detroit 2,Danks (5-5),Verlander (6-6),,18424,,,
11-Jun,Weds,Astros,AL West,AL,at Houston 5 Arizona 1,Keuchel (8-3),McCarthy (1-9),,24319,y,,
11-Jun,Weds,Rockies,NL West,NL,at Colorado 8 Atlanta 2,Matzek (1-0),Teheran (6-4),,29112,,,
11-Jun,Weds,Angels,AL West,AL,Oakland 7 at LA Angels 1,Milone (4-3),Weaver (7-5),,36793,,,
11-Jun,Weds,Mariiners,AL West,AL,NY Yankees 4 at Seattle 2,Tanaka (10-1),Young (5-4),,28434,,,
11-Jun,Weds,Giants,NL West,NL,Washington 6 at San Francisco 2,Roark (5-4),Cain (1-4),,41404,,,
12-Jun,Thurs,Reds,NL Central,NL,at Cincinnati 4 LA Dodgers 1,Simon (9-3),Greinke (8-3),Chapman (10),33557,,,
12-Jun,Thurs,Phillies,NL East,NL,at Philadelphia 7 San Diego 3,Kendrick (2-6),Stults (2-8),,29372,,,
12-Jun,Thurs,Rockies,NL West,NL,at Colorado 10 Atlanta 3,Chacin (1-4),Santana (5-3),,33648,,,
